timestamp,dht22_temp,bmp_180_temp,dht22_hum,bmp_180_presure
2016-12-17T19:41:08+00:00,22.20,22.40,48.30,103332
2017-01-17T19:41:12+00:00,22.20,22.40,48.30,103338
2017-01-17T19:41:15+00:00,22.20,22.40,48.30,103337
2017-01-17T19:41:17+00:00,22.20,22.40,48.30,103337
2017-01-17T19:41:19+00:00,22.30,22.40,48.50,103335
2017-01-17T19:41:22+00:00,22.20,22.40,48.40,103337
2017-01-17T19:41:24+00:00,22.20,22.40,48.40,103339
2017-01-17T19:41:26+00:00,22.20,22.40,48.30,103341
2017-01-17T19:41:29+00:00,22.20,22.40,48.30,103338
2017-01-17T19:41:31+00:00,22.20,22.40,48.30,103336
2017-01-17T19:41:33+00:00,22.20,22.40,48.30,103333
2017-01-17T19:41:36+00:00,22.20,22.40,48.20,103339
2017-01-17T19:41:38+00:00,22.20,22.40,48.30,103335
2017-01-17T19:41:40+00:00,22.20,22.40,48.30,103336
2017-01-17T19:41:43+00:00,22.30,22.40,48.40,103337
2017-01-17T19:41:45+00:00,22.20,22.40,48.20,103339
2017-01-17T19:41:47+00:00,22.20,22.40,48.20,103334
2017-01-17T19:41:50+00:00,22.20,22.40,48.20,103333
2017-01-17T19:41:52+00:00,22.20,22.40,48.20,103340
2017-01-17T19:41:55+00:00,22.20,22.30,48.20,103338
2017-01-17T19:41:57+00:00,22.20,22.40,48.20,103341
2017-01-17T19:41:59+00:00,22.20,22.30,48.20,103343
2017-01-17T19:42:02+00:00,22.20,22.40,48.20,103335
2017-01-17T19:42:04+00:00,22.20,22.30,48.20,103339
2017-01-17T19:42:06+00:00,22.20,22.30,48.20,103344
2017-01-17T19:42:09+00:00,22.20,22.30,48.20,103336
2017-01-17T19:42:11+00:00,22.20,22.30,48.20,103341
2017-01-17T19:42:13+00:00,22.20,22.30,48.20,103345
2017-01-17T19:42:16+00:00,22.20,22.30,48.20,103340
2017-01-17T19:42:18+00:00,22.20,22.30,48.20,103337
2017-01-17T19:42:20+00:00,22.20,22.30,48.20,103341
2017-01-17T19:42:23+00:00,22.20,22.30,48.20,103336
2017-01-17T19:42:25+00:00,22.30,22.30,48.40,103341
2017-01-17T19:42:27+00:00,22.20,22.30,48.20,103338
2017-01-17T19:42:30+00:00,22.20,22.30,48.20,103339
2017-01-17T19:42:32+00:00,22.20,22.30,48.20,103336
2017-01-17T19:42:35+00:00,22.20,22.30,48.20,103342
2017-01-17T19:42:37+00:00,22.20,22.30,48.20,103338
2017-01-17T19:42:39+00:00,22.20,22.30,48.20,103345
2017-01-17T19:42:42+00:00,22.20,22.30,48.20,103335
2017-01-17T19:42:44+00:00,22.20,22.30,48.20,103339
2017-01-17T19:42:46+00:00,22.20,22.30,48.20,103339
2017-01-17T19:42:49+00:00,22.20,22.30,48.20,103340
2017-01-17T19:42:51+00:00,22.20,22.30,47.80,103336
2017-01-17T19:42:53+00:00,22.30,22.30,47.80,103341
2017-01-17T19:42:56+00:00,22.20,22.30,47.40,103341
2017-01-17T19:42:58+00:00,22.20,22.30,47.30,103337
2017-01-17T19:43:00+00:00,22.20,22.30,47.20,103336
2017-01-17T19:43:03+00:00,22.20,22.30,47.00,103342
2017-01-17T19:43:05+00:00,22.20,22.30,46.80,103337
2017-01-17T19:43:07+00:00,22.20,22.30,46.80,103331
2017-01-17T19:43:10+00:00,22.20,22.30,46.80,103329
2017-01-17T19:43:12+00:00,22.20,22.30,46.70,103329
2017-01-17T19:43:14+00:00,22.20,22.30,46.70,103329
2017-01-17T19:43:17+00:00,22.20,22.30,46.60,103332
2017-01-17T19:43:19+00:00,22.20,22.30,46.70,103333
2017-01-17T19:43:22+00:00,22.20,22.30,46.70,103337
2017-01-17T19:43:24+00:00,22.20,22.30,46.50,103333
2017-01-17T19:43:26+00:00,22.20,22.30,46.60,103336
2017-01-17T19:43:29+00:00,22.20,22.30,46.70,103334
2017-01-17T19:43:31+00:00,22.20,22.30,46.60,103342
2017-01-17T19:43:33+00:00,22.20,22.30,46.50,103334
2017-01-17T19:43:36+00:00,22.20,22.30,46.40,103335
2017-01-17T19:43:38+00:00,22.20,22.30,46.30,103332
2017-01-17T19:43:40+00:00,22.20,22.30,46.30,103336
2017-01-17T19:43:43+00:00,22.20,22.30,46.30,103335
2017-01-17T19:43:45+00:00,22.20,22.30,46.20,103331
2017-01-17T19:43:47+00:00,22.20,22.30,46.20,103327
2017-01-17T19:43:50+00:00,22.20,22.30,46.10,103339
2017-01-17T19:43:52+00:00,22.20,22.30,46.20,103341
2017-01-17T19:43:54+00:00,22.20,22.30,46.30,103337
2017-01-17T19:43:57+00:00,22.20,22.30,46.30,103334
2017-01-17T19:43:59+00:00,22.20,22.30,46.30,103334
2017-01-17T19:44:02+00:00,22.20,22.30,46.30,103333
2017-01-17T19:44:04+00:00,22.20,22.30,46.40,103339
2017-01-17T19:44:06+00:00,22.20,22.30,46.40,103340
2017-01-17T19:44:09+00:00,22.20,22.30,46.30,103332
2017-01-17T19:44:11+00:00,22.20,22.30,46.30,103330
2017-01-17T19:44:13+00:00,22.20,22.30,46.30,103343
2017-01-17T19:44:16+00:00,22.20,22.30,46.30,103337
2017-01-17T19:44:18+00:00,22.20,22.30,46.20,103337
2017-01-17T19:44:20+00:00,22.20,22.30,46.20,103337
2017-01-17T19:44:23+00:00,22.20,22.30,46.20,103337
2017-01-17T19:44:25+00:00,22.20,22.30,46.10,103334
2017-01-17T19:44:27+00:00,22.20,22.30,46.00,103338
2017-01-17T19:44:30+00:00,22.20,22.30,45.80,103333
2017-01-17T19:44:32+00:00,22.20,22.30,45.80,103335
2017-01-17T19:44:34+00:00,22.20,22.30,45.80,103342
2017-01-17T19:44:37+00:00,22.20,22.30,45.90,103338
2017-01-17T19:44:39+00:00,22.20,22.30,45.90,103333
2017-01-17T19:44:41+00:00,22.20,22.30,45.80,103339
2017-01-17T19:44:44+00:00,22.20,22.30,45.80,103335
2017-01-17T19:44:46+00:00,22.20,22.30,45.80,103339
2017-01-17T19:44:49+00:00,22.20,22.30,45.80,103334
2017-01-17T19:44:51+00:00,22.20,22.30,45.90,103340
2017-01-17T19:44:53+00:00,22.20,22.30,46.00,103336
2017-01-17T19:44:56+00:00,22.20,22.30,46.10,103338
2017-01-17T19:44:58+00:00,22.20,22.30,46.10,103335
2017-01-17T19:45:00+00:00,22.20,22.30,46.10,103332
2017-01-17T19:45:03+00:00,22.20,22.30,46.10,103334
2017-01-17T19:45:05+00:00,22.20,22.30,46.00,103337
2017-01-17T19:45:07+00:00,22.20,22.30,46.00,103332
2017-01-17T19:45:10+00:00,22.20,22.30,45.90,103333
2017-01-17T19:45:12+00:00,22.20,22.30,46.00,103337
2017-01-17T19:45:14+00:00,22.20,22.30,46.10,103332
2017-01-17T19:45:17+00:00,22.20,22.30,46.10,103339
2017-01-17T19:45:19+00:00,22.20,22.30,45.90,103332
2017-01-17T19:45:21+00:00,22.10,22.30,45.70,103331
2017-01-17T19:45:24+00:00,22.20,22.30,45.70,103341
2017-01-17T19:45:26+00:00,22.20,22.30,45.60,103335
2017-01-17T19:45:29+00:00,22.20,22.30,45.60,103337
2017-01-17T19:45:31+00:00,22.20,22.30,45.60,103336
2017-01-17T19:45:33+00:00,22.20,22.30,45.60,103339
2017-01-17T19:45:36+00:00,22.20,22.30,45.50,103333
2017-01-17T19:45:38+00:00,22.20,22.30,45.40,103328
2017-01-17T19:45:40+00:00,22.20,22.30,45.50,103327
2017-01-17T19:45:43+00:00,22.20,22.30,45.60,103328
2017-01-17T19:45:45+00:00,22.20,22.30,45.80,103332
2017-01-17T19:45:47+00:00,22.20,22.30,45.90,103329
2017-01-17T19:45:50+00:00,22.20,22.30,46.00,103335
2017-01-17T19:45:52+00:00,22.20,22.30,46.20,103328
2017-01-17T19:45:54+00:00,22.20,22.30,46.30,103332
2017-01-17T19:45:57+00:00,22.20,22.30,46.40,103336
2017-01-17T19:45:59+00:00,22.10,22.30,46.30,103328
2017-01-17T19:46:01+00:00,22.20,22.30,46.40,103333
2017-01-17T19:46:04+00:00,22.20,22.30,46.50,103336
2017-01-17T19:46:06+00:00,22.20,22.30,46.50,103331
2017-01-17T19:46:08+00:00,22.20,22.30,46.40,103332
2017-01-17T19:46:11+00:00,22.10,22.30,46.00,103330
2017-01-17T19:46:13+00:00,22.10,22.30,45.80,103332
2017-01-17T19:46:16+00:00,22.20,22.30,45.80,103332
2017-01-17T19:46:18+00:00,22.10,22.30,45.60,103328
2017-01-17T19:46:20+00:00,22.10,22.30,45.60,103327
2017-01-17T19:46:23+00:00,22.10,22.30,45.60,103329
2017-01-17T19:46:25+00:00,22.10,22.30,45.70,103331
2017-01-17T19:46:27+00:00,22.10,22.30,45.70,103328
2017-01-17T19:46:30+00:00,22.20,22.30,45.80,103334
2017-01-17T19:46:32+00:00,22.10,22.30,45.60,103328
2017-01-17T19:46:34+00:00,22.10,22.30,45.60,103332
2017-01-17T19:46:37+00:00,22.20,22.20,45.80,103329
2017-01-17T19:46:39+00:00,22.20,22.30,45.80,103333
2017-01-17T19:46:41+00:00,22.10,22.30,45.70,103325
2017-01-17T19:46:44+00:00,22.10,22.30,45.70,103327
2017-01-17T19:46:46+00:00,22.10,22.30,45.80,103329
2017-01-17T19:46:48+00:00,22.10,22.30,45.80,103333
2017-01-17T19:46:51+00:00,22.20,22.30,45.90,103333
2017-01-17T19:46:53+00:00,22.10,22.30,45.70,103330
2017-01-17T19:46:56+00:00,22.10,22.30,45.70,103337
2017-01-17T19:46:58+00:00,22.10,22.30,45.70,103334
2017-01-17T19:47:00+00:00,22.10,22.30,45.60,103335
2017-01-17T19:47:03+00:00,22.10,22.30,45.60,103331
2017-01-17T19:47:05+00:00,22.10,22.30,45.60,103330
2017-01-17T19:47:07+00:00,22.10,22.30,45.50,103332
2017-01-17T19:47:10+00:00,22.10,22.30,45.60,103335
2017-01-17T19:47:12+00:00,22.10,22.30,45.50,103327
2017-01-17T19:47:14+00:00,22.10,22.30,45.50,103336
2017-01-17T19:47:17+00:00,22.10,22.30,45.60,103336
2017-01-17T19:47:19+00:00,22.10,22.30,45.60,103331
2017-01-17T19:47:21+00:00,22.10,22.30,45.60,103332
2017-01-17T19:47:24+00:00,22.10,22.30,45.60,103325
2017-01-17T19:47:26+00:00,22.10,22.30,45.60,103334
2017-01-17T19:47:28+00:00,22.10,22.30,45.60,103334
2017-01-17T19:47:31+00:00,22.10,22.30,45.60,103333
2017-01-17T19:47:33+00:00,22.10,22.30,45.70,103334
2017-01-17T19:47:35+00:00,22.10,22.30,45.60,103334
2017-01-17T19:47:38+00:00,22.10,22.30,45.70,103334
2017-01-17T19:47:40+00:00,22.10,22.30,45.60,103335
2017-01-17T19:47:43+00:00,22.10,22.30,45.60,103337
2017-01-17T19:47:45+00:00,22.10,22.30,45.60,103333
2017-01-17T19:47:47+00:00,22.10,22.30,45.50,103334
2017-01-17T19:47:50+00:00,22.10,22.30,45.50,103340
2017-01-17T19:47:52+00:00,22.10,22.20,45.50,103328
2017-01-17T19:47:54+00:00,22.10,22.30,45.50,103341
2017-01-17T19:47:57+00:00,22.10,22.30,45.50,103333
2017-01-17T19:47:59+00:00,22.10,22.30,45.40,103328
2017-01-17T19:48:01+00:00,22.10,22.30,45.50,103327
2017-01-17T19:48:04+00:00,22.10,22.30,45.50,103330
2017-01-17T19:48:06+00:00,22.10,22.20,45.40,103330
2017-01-17T19:48:08+00:00,22.10,22.20,45.40,103333
2017-01-17T19:48:11+00:00,22.10,22.20,45.40,103336
2017-01-17T19:48:13+00:00,22.10,22.20,45.50,103338
2017-01-17T19:48:15+00:00,22.10,22.20,45.50,103330
2017-01-17T19:48:18+00:00,22.10,22.20,45.40,103339
2017-01-17T19:48:20+00:00,22.10,22.20,45.50,103331
2017-01-17T19:48:23+00:00,22.10,22.20,45.50,103333
2017-01-17T19:48:25+00:00,22.10,22.30,45.50,103330
2017-01-17T19:48:27+00:00,22.10,22.20,45.60,103333
2017-01-17T19:48:30+00:00,22.10,22.20,45.60,103329
2017-01-17T19:48:32+00:00,22.10,22.30,45.60,103329
2017-01-17T19:48:34+00:00,22.10,22.20,45.60,103335
2017-01-17T19:48:37+00:00,22.10,22.20,45.70,103335
2017-01-17T19:48:39+00:00,22.10,22.30,45.60,103329
2017-01-17T19:48:41+00:00,22.10,22.20,45.60,103335
2017-01-17T19:48:44+00:00,22.10,22.20,45.70,103332
2017-01-17T19:48:46+00:00,22.10,22.20,45.70,103333
2017-01-17T19:48:48+00:00,22.10,22.30,45.70,103338
2017-01-17T19:48:51+00:00,22.10,22.30,45.70,103329
2017-01-17T19:48:53+00:00,22.10,22.30,45.80,103335
2017-01-17T19:48:55+00:00,22.10,22.30,45.80,103330
2017-01-17T19:48:58+00:00,22.10,22.30,45.80,103333
2017-01-17T19:49:00+00:00,22.10,22.30,45.80,103333
2017-01-17T19:49:02+00:00,22.10,22.30,45.90,103332
2017-01-17T19:49:05+00:00,22.10,22.30,45.90,103340
2017-01-17T19:49:07+00:00,22.10,22.30,45.90,103341
2017-01-17T19:49:10+00:00,22.10,22.30,45.80,103332
2017-01-17T19:49:12+00:00,22.10,22.30,45.80,103341
